,gmap_id,Nombre,Estado,Promedio,Valoraciones,Categoria1,Categoria2,Categoria3,Categoria4,Categoria5,Takeout,Delivery,Asientos Discapacitados,Estacionamiento Discapacitados,Almuerzo,Cena,Comer Solo,Grupos,Turistas,Debito,NFC,Credito,Servicio Rapido
70952,0x8647349f1e903169:0xecfe25157ae35c76,Subway,Texas,3.3,88.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
70958,0x8640bf3edaefffff:0xf5c67d11638374e3,Strato 550,Texas,4.6,35.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
70963,0x8640c29f91b0e8cd:0x1ee3312e84241e8a,Chef Mart,Texas,4.5,63.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70974,0x8640c73b3c159d83:0x6d8a504793d400c9,Jersey Mike's Subs,Texas,4.6,158.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
71012,0x864832a96d61c4a3:0xb8b821d474c9ee99,La Herradura Tex Mex,Texas,4.3,204.0,34.0,35.0,4.0,31.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
71029,0x864c173ff56af121:0x6ba55517904af142,Silver Thai Cuisine Allen,Texas,4.4,378.0,17.0,15.0,159.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
71086,0x865b33ec2af39f3f:0xb1840007f3aa5bbf,BBQ Outfitters,Texas,4.6,144.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
71087,0x8640d7e5e1d4b6cd:0x49930b642da92c43,La Michoacana Meat Market,Texas,3.8,198.0,37.0,32.0,49.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
71089,0x8640ca22bb39da89:0x3d27593b5a3b515b,2 Tierras,Texas,4.2,178.0,92.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
71131,0x865c60ab3a046a35:0xd9bdf026f01acfdc,Gino's East,Texas,3.4,38.0,59.0,21.0,48.0,159.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71132,0x864e8d961c8001d3:0x541eca641fc4defa,Azteca Mexican Restaurant,Texas,3.7,78.0,48.0,55.0,59.0,159.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71153,0x864c240ef19e89ef:0x2588fa29185de6ee,Mom's Burgers & Wings,Texas,3.1,28.0,235.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71193,0x866fafcad006bf45:0xc3d3e99d8fd9cf8e,Subway,Texas,4.0,65.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
71213,0x86454b369144d919:0x82d865673acdb336,Seoul To Go,Texas,4.4,168.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
71239,0x8640d6845ba80697:0x1be81b3d2c2bea6a,Ethel Mae Bourbon & Bacon,Texas,4.8,6.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71242,0x8647351162e92bf9:0x498f5362c899b900,Envy Wine Room,Texas,4.5,93.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
71250,0x863f631f0070d161:0xe4d8175f3a317553,Shell,Texas,3.1,48.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71258,0x864dca89f8784f23:0x86f897fe942818de,El Chaparral Grill,Texas,4.4,107.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
71265,0x8640dd0f3eb8b5cf:0x1b6a37cadccf90e3,Thiem Hung Bakery,Texas,4.0,54.0,61.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71266,0x8640dd3b6eece2eb:0x42f1296af56bd13c,Nguyễn Ngọ,Texas,4.1,263.0,13.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
71267,0x8640c2ce34458fef:0xa0fc011899b39636,Arco Seafood Restaurant,Texas,4.0,248.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
71269,0x8640dd3bebbaae0f:0x4a4b93b7a4ff9e46,Anna Thai Food,Texas,4.5,78.0,4.0,21.0,91.0,35.0,31.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71270,0x8640d1e15d8eb58d:0x478aee66578cdb3b,Pho Town,Texas,4.4,137.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
71272,0x8640c5175c3719fb:0x8ec16d6ef96698ef,Perfect Eyebrow,Texas,4.8,4.0,32.0,149.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71273,0x8640cbed31ed1663:0xd9afacc2fe0e2e8c,Lonestar Sausage & BBQ,Texas,4.7,294.0,159.0,45.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
71287,0x86486690c160d79b:0xeba9179a76fb8d3,Moo Cow Bbq,Texas,4.4,8.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71303,0x864c157160432d65:0xd39f3f9ad9a6716,Menchie's Windsong Ranch,Texas,4.6,146.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
71305,0x864c377691646d99:0xfaa78b9e97e13da6,Yo Boba Boba,Texas,4.4,38.0,48.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
71316,0x8644b49adf22c1ef:0x39218c6b288842e4,La Catedral del Marisco #3,Texas,3.4,108.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
71336,0x864925be67751b1d:0xe58e609d82fba970,Subway,Texas,4.2,88.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
71375,0x8644dba1ecb65213:0x757ca003e85350c8,Heart of Texas Barbecue,Texas,4.3,87.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
71378,0x865b497c9ac32317:0xf01d6d06c35d1ca3,Verona Ristorante Italiano,Texas,4.5,174.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71381,0x8644cf59ce55ac47:0xc9ae9e975eb23980,Gossip Shack GRAND AVE,Texas,4.4,238.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
71383,0x870684ac42d082c3:0xb9ec82b971ab499d,K-BOB'S Steakhouse,Texas,3.7,75.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71409,0x8640d76fc4acf8bd:0xcf02895e5e519df7,Tortilleria Y Rosticeria Los,Texas,4.2,63.0,32.0,48.0,35.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
71411,0x8640bf0802555b67:0x3f0ee84c2d9c8522,The Creole Bar and Grill,Texas,4.0,2.0,4.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
71412,0x865cf79beb22bd81:0x4b020b32a369ec7d,Zio's,Texas,3.7,33.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71427,0x864c5a81b2ecad25:0x1cbafed1d51f0593,Clark's Outpost Restaurant,Texas,4.4,438.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
71429,0x8653c98a533f2f0b:0x5d4bdbc3b3161337,Dairy Queen Store,Texas,3.8,178.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
71449,0x864ef34d2a62214f:0x28e386164c3f6be1,Burger King,Texas,3.5,38.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
71452,0x864ea77ca4a4bd5f:0xbc91cda1326a91b8,Williams Fried Chicken,Texas,3.8,174.0,91.0,151.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
71456,0x864ef3a10de7b3ab:0x7fbcf60783c71eb7,East Buffet,Texas,3.6,108.0,59.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71470,0x864e83792d085a93:0xa4904488839fe469,MrJims.Pizza,Texas,4.3,128.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
71474,0x865c66cd74f75e11:0xaa54c09a052e6689,Wok On Wheels,Texas,3.1,204.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71475,0x865c598ecaa35787:0x6b38a754c8c2e575,Tacos El Unico,Texas,4.7,66.0,37.0,159.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
71493,0x865321d43bbdf513:0x6d2b915929ac8c9d,Domino's Pizza,Texas,3.1,338.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71494,0x865321ce04e3fbad:0x7781b97ad3d16c30,Nori Japan / Stir Fry 88,Texas,3.5,18.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71496,0x86409a9332ec7a99:0x12c8b229d965a3fe,Subway,Texas,3.9,95.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
71500,0x8640972bd5f10253:0x4fced5d19102ebda,Pizza Lounge,Texas,4.4,326.0,21.0,61.0,62.0,159.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
71501,0x86409ac2b49088d1:0x60cbb5624008572,Jado'z Grill House,Texas,4.4,258.0,34.0,35.0,4.0,31.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
71512,0x8640dcceb39e6411:0xb268c7721741f1cd,Starbucks,Texas,3.7,156.0,46.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
71514,0x8640dcc66b6efc79:0x1d9414b4d5521d44,Thai Choice Restaurant,Texas,4.3,7.0,61.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71515,0x8640d108d72ffdc9:0xdcf6f89c5897fc14,Andaluz,Texas,4.9,28.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
71580,0x86409ad6c0aa001b:0x6c7577d8e7479770,Pizza Hut,Texas,3.4,138.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71584,0x86409b082a6e542b:0x92faf5db1781542d,518 Cafe,Texas,4.3,78.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71629,0x14e4b66a3a364483:0xb486156ab8ea9b0,Legendz BarberShop,Texas,3.6,97.0,159.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71630,0x864e88dfb72ced43:0x4a66ddcda0afc296,Jade Dragon Chinese Restaurant,Texas,4.3,228.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
71666,0x8640a48fc79c29f1:0xae47f673109019d8,ITALIAN EXPRESS PIZZERIA,Texas,4.7,218.0,62.0,86.0,34.0,159.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
71667,0x8640a45e5d5ab28d:0x544c38b1c5e0844d,Pizza Hut,Texas,3.5,168.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71698,0x864ebcc82591b8b3:0xa176133f72d8578d,Crab & Claw Seafood,Texas,4.3,255.0,161.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
71699,0x864e8871731b2555:0xa24c1cb14ece7a89,China One,Texas,4.1,278.0,36.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71702,0x864e941275edbd87:0x196d0994f554719a,Tastee Ice,Texas,4.4,148.0,116.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
71710,0x865ca867841a7ed1:0xd337c11bdb1b540c,St. Pita's,Texas,4.5,28.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
71715,0x8640d7e5a6c42be1:0x75e8ece5506dd8bf,Church's Chicken,Texas,3.3,285.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
71716,0x8640d5790725a14b:0x828f9e9d40796c90,Church's Chicken,Texas,3.1,132.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
71759,0x864c32a556273e9d:0x75accbcedd42fb3f,Johnny Brusco's New York Style Pizza,Texas,4.3,64.0,91.0,4.0,31.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71780,0x8640b44b896c934d:0x32ba4920f8228b0b,Subway,Texas,3.5,57.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
71791,0x864c1226b1ef1c71:0xb6f53a83340097ee,Tacos Los Chanos,Texas,4.3,258.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
71792,0x864ea3c24759bfd3:0xfe48c765ef54c703,Wingstop,Texas,3.6,610.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
71794,0x864c272414eacf6f:0xd81695828a01a947,Subway,Texas,3.2,38.0,131.0,47.0,15.0,219.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
71796,0x864ea1220b4f393f:0x3828afa1dddb4bd1,Monterrey,Texas,4.1,198.0,153.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
71797,0x864ea13861e72e5f:0xed297a17e0a548c8,Mi Pueblito,Texas,4.4,103.0,4.0,31.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
71856,0x8640c4300a2272d9:0xe63a865cbac35a3a,Taqueria Don Taco,Texas,4.3,265.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
71861,0x8640c2e0932e5487:0x2abe3d57fb69cfb5,Taqueria El Herradero,Texas,3.6,75.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
71863,0x8640c5361cb5c66f:0x2c6090313c5115fe,El Norteño Pollos Asados,Texas,4.0,18.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71871,0x8665a06e494ba06f:0x369b1c87ab92fb7d,Azure Bistro,Texas,4.4,177.0,62.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
71878,0x864e82217d1a055d:0xcf3475a4fc0249dd,Fried Rice Express Asian and Somali Food,Texas,3.9,148.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71880,0x864e81768eb19899:0x761f428f217e20a5,Cafe Madina,Texas,4.3,178.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
71916,0x86fe0d239adf1195:0x8413f20c193f393a,Domino's Pizza,Texas,4.1,295.0,34.0,35.0,4.0,31.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71917,0x86fe6d1070126fb3:0x2528be6c0937a864,El Rodeo,Texas,4.1,278.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71921,0x86fe7592e3df2605:0xe1aa73d53ba6b897,Chelo's Mexican Restaurant,Texas,4.6,224.0,163.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
71923,0x86fe6d2855faf4e7:0xc8029221f0338de9,Texas Lounge,Texas,4.0,38.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71924,0x86fe6dafd7765fa3:0xe183c289c9505870,Big Ben's BBQ,Texas,4.6,45.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
71962,0x864127e1701cba5f:0xa333f34a8de4e353,Taiwanese dessert,Texas,4.9,13.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71983,0x86454cbe61c014dd:0xbd5bc6b2121ff1a7,Subway,Texas,3.7,15.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
71984,0x864e9076fbad48f5:0x44d8a5ad6151c6d7,Church's Chicken,Texas,3.6,228.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71986,0x864e83ef247f6a05:0x1af4db6f98a17e08,Ciros Pizzeria,Texas,3.7,114.0,163.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
71990,0x8640bdf700dd0fbd:0xa2cd244f1624b27d,Shrimp Galley,Texas,4.5,214.0,13.0,21.0,86.0,48.0,155.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71994,0x8640be7aa5e1c8f7:0x452974a1749d3069,TAQUERIA ASADERO ALBE,Texas,4.6,93.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
72066,0x8649d07364788bd1:0x20dd07f7ed449d24,Road Island Grill,Texas,4.3,78.0,34.0,35.0,4.0,31.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
72091,0x8644b5cb899a276f:0xd079a8a27b01dfeb,La 1 Cajun and Creole,Texas,4.7,38.0,15.0,47.0,17.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72095,0x8648edbe4e0e3eb1:0x8ca36cc5dde03296,Yuga Country Store,Texas,4.4,15.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72100,0x8644d7a096b3ac7f:0xd8cbf4eeb7055e72,ichiro asian bistro & wine bar,Texas,4.5,98.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
72119,0x86408d097c7c02d3:0xbf5da962cca248b0,Pizza Hut,Texas,3.6,117.0,159.0,36.0,35.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72120,0x8640eadf1b403527:0x61ac61248d6649c,There's No Place Like Nola Cajun Restaurant & Event Center,Texas,4.5,98.0,166.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
72182,0x864e71a618ebe80f:0xfa26083005b16009,Shell,Texas,3.6,74.0,159.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72198,0x8665a6b7d5e890a5:0x20f329d81e7f2f39,The Health Nut Mcallen,Texas,4.7,156.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
72199,0x8665a770b073153b:0x4f853bd5db4478c4,Fares Arabic Cuisine,Texas,4.6,252.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
72200,0x8665a7193f4e88ed:0x604c68351f225427,Tower Burger Co.,Texas,4.5,75.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
72213,0x864734c357cc3957:0xaba69db9e8cca402,Granny Dee's Kitchen,Texas,4.4,234.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
72227,0x864e7d1a1298d3ab:0x27e55744206f3570,Doña Carmen Pupuseria #1,Texas,4.3,38.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72231,0x864e87845319ded1:0x165931e02e2a1907,La Michoacana Meat Market,Texas,3.7,64.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72235,0x864e8967a4558523:0x2806f152b9659ce1,taco T,Texas,4.4,18.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
72256,0x864e90bfa8d4da01:0xadbc9cb16cf7ada2,Subway,Texas,3.5,106.0,144.0,67.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
72262,0x864c19260b68ec89:0x1e01d57f80dbd7c8,Nestlé Toll House Café by Chip,Texas,4.1,75.0,91.0,35.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
72309,0x864267c01a8503df:0x875a112c43662337,Christine Ocean Seafood & Grill,Texas,4.5,48.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72324,0x864c37cd86d73bc7:0x47bc45bd9786e53e,Pizza Hut,Texas,4.0,88.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72326,0x864c396230f50a83:0xe2e9eb34c212b06,Dickey’s Barbecue Pit,Texas,3.5,27.0,116.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
72327,0x864c3b96bc913b91:0x2c02d7882b5ef51b,Zalat Pizza Legacy Frisco,Texas,3.4,58.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
72356,0x864925cf134898c9:0xbc18d4b2b108504b,Milanos Pizza,Texas,3.6,168.0,35.0,65.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
72358,0x8648df133377e979:0xa8ce6cadebb7f30a,Milanos Pizza Trinidad,Texas,4.5,16.0,59.0,48.0,159.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
